key|S_Kr|S_Jp
50170|역시… 제국이 [0099FF]리프[-]를 찾고 있었군요.\n이 사실을 빨리 [0099FF]리프[-]에 보고해야겠어요.\n[00DEFF]{0}[-]님, 에밀리 윈저는 이제 [0099FF]여신의 키스[-]로 합류하나요?|やはり帝国は[0099FF]R.E.A.P.[-]の本拠地を探していたのね。この事実を早く報告しなければ。\nエミリー、私たちにあなたの力を貸してくれますか？
50171|이런 날 받아주시다니…\n이렇게 된 이상 [0099FF]여신의 키스[-]와 함께 하고 싶어요.|敵だったあたしを受け入れてくれるの？\n……ありがとう。あたしの力、[0099FF]Goddess Kiss[-]に預けるわ！
50172|쩝... 나도 아직 못 해본 건데… 아무튼, 앞으로 잘 부탁해.\n참, 내가 언니인 건 알고 있지?|むぅ、ダーリンとキスした子が仲間……。\nとにかく、これからよろしく。\nでも言っておくけど、あたしの方が年上なんだからね！
50173|[00DEFF]{0}[-]님 전투를 매번 승리로 이끌고 계시군요! \n제국군의 움직임도 파악하고 새로운 파일럿도 데리고 왔으니 총장님도 좋아하실 겁니다.|[00DEFF]{0}[-]司令官、連戦連勝ですね！\n帝国軍の動きを知らせたうえ、新しいパイロットまで連れてくるなんて\nきっと総長も喜びますよ。
50174|업적 담당자 켈런입니다.\n당신이 [00DEFF]{0}[-]님 이군요. 앞으로 잘 부탁 드립니다.|実績を担当する、書記官のトレーシーです。貴方が新しい司令官ですね。\nこれからよろしくお願いします。
50175|이 곳은 [0099FF]여신의 키스[-]의 모든 것을 기록, 기념하는 곳입니다.\n매일 달성한 일일 미션과 업적을 기록하고 노고에 작은 보상을 드리는 곳이죠.|ここは[0099FF]Goddess Kiss[-]の全ての記録を保管している場所です。\n達成したミッションや実績に応じて、報酬の配布も行っていますよ。
50176|이 기록들은 언젠가 역사가 되고 평화로운 미래에는 다들 [00DEFF]{0}[-]님을 떠올리게 될 겁니다.\n[00DEFF]{0}[-]님이 앞으로 써나갈 전장의 기록이 어떨 지 정말 기대되는 군요.|この記録はいつか歴史となり、\n世界が平和になった際には皆が司令官の活躍を思い出すことでしょう。\n司令官がこれから残す戦場の記録が楽しみです！
50177|이제 기본적인 부대운영은 파악되셨을 거에요.\n궁금하신 점이 있으시면 언제든지 호출 해주세요.|……っと、さすが司令官！　既に達成している実績があるみたいですよ。\nさっそく、実績リストから項目を確認してみてください！
50178|아무래도 [0099FF]리프[-]에선 [00DEFF]{0}[-]님의 실력을 아직 못 미더워 하는 게 아닌가 싶기도 하고요.|[0099FF]R.E.A.P.[-]の中にはまだ、[00DEFF]{0}[-]司令官の能力を疑問視している人達もいます。\n新参者の司令官に、これ以上割く戦力は無い、という事でしょうね。
50179|유닛의 등급을 올리는 것 역시 파일럿들의 훈련만큼 중요하니 바로 진행하시죠.|ユニットのアップグレードも、パイロットの訓練と同様、重要です。\n早速取り掛かりましょう！
50180|[00DEFF]{0}[-]님이 해방 시키면 세뇌가 풀리고, 제국에 대항할 우리 파일럿이 될 수도 있어요.|司令官は[F8FF34]リべレーション[-]と聞いています。\nあなたの力で、彼女を洗脳から解放すれば、\n[0099FF]Goddess Kiss[-]のパイロットに出来るかもしれません。
50181|제국을 위해 나쁜 짓을 정말 많이 했었는데…|帝国のために罪もない人達をこの手に……。
50182|[0099FF]여신의 키스[-]의 활약상이야 말로 [0099FF]리프[-]의 자랑이니 기지 내 업적으로 가보시죠!|[0099FF]Goddess Kiss[-]の活躍こそが[0099FF]R.E.A.P.[-]を勝利に導くのです！\nあ、そうでした。基地内部にある実績を見に行ってみませんか？
50183|어머 특별한 선물을 손에 넣으셨군요.\n이 선물을 유용이 사용하는 방법은 레이첼이 자세히 알려줄 것 같네요.|これは……隊員たちへのプレゼントのようですね。\nプレゼントの使い道は、レイチェルが詳しく説明してくれるはずです。
50184|새로운 실적을 달성할 때마다 멋진 보수를 보내겠사오니,\n부지런히 얼굴을 내밀어 주세요.|新しい実績を達成するたびに素敵な報酬をお送りしますので、\nこまめに顔出してくださいね。
50185|[00DEFF]{0}[-]사령관, 아무래도 대원들이 좋아할 선물을 손에 넣은 것 같네요.\n그녀들에게 선물을 보내면[00DEFF]{0}[-]사령관에 대한 호감도가 늘어요.|[00DEFF]{0}[-]司令官、どうやら隊員達が喜びそうなプレゼントを手に入れたようですね。\n彼女達にプレゼントを贈ると、[00DEFF]{0}[-]司令官に対する好感度が上がりますよ。
50186|호감도가 오르자 대원들의 능력치도 강화되고,\n무엇보다 그녀들과 사령관만의 특별한 시간을 보낼 수 있습니다.|好感度が上がると、隊員達の能力値も強化されますし、\n何より、彼女達と司令官だけの特別なお時間を過ごすことができます。
50187|모처럼이고, 빨리 선물을 보내고 봅시다.|せっかくですし、早速プレゼント贈ってみましょう。
50188|정말은 내가 부탁 드립니다만…….\n바로 레나 씨가 있어요.레나 씨에게 선물을 주고 봅시다.|本当は、私が頂きたいんですけど……。\nちょうどレナさんがいらっしゃいますね。レナさんにプレゼントを贈ってみましょう。
50189|아무래도[00DEFF]{0}[-]사령관의 선물이 마음에 든 것 같아요!|どうやら、[00DEFF]{0}[-]司令官のプレゼントが気に入ったみたいですね！
50190|레나 씨의 호감도 게이지가 상승한 것으로\n 좋은 감도 1단계를 개방할 수 있게 됐어요.|レナさんの好感度ゲージが上昇したので、\n好感度1段階目を開放できるようになりましたよ。
50191|호감도의 단계를 개방하자 대원의 능력치가 증가합니다.\n또 특별한 스토리도 감상할 수 있게 됩니다.|好感度の段階を開放すると、隊員の能力値が増加します。\nまた、特別なストーリーも鑑賞できるようになります。
50192|레나 씨의 특별한 스토리가 개방되었습니다!|レナさんの特別なストーリーが開放されました！\n好感度を上げていくと、更にストーリーを鑑賞できるようになり、\n最後には……隊員との深い「愛情」を確かめ合えます。
50193|더 호감도를 높이고 가면 많은 이야기를 감상할 수 있게 됩니다.\n마지막에는……대원과 깊은 '애정'을 다짐합니다.|レナさんは[00DEFF]{0}[-]司令官の事をとても気に入ったようですね。\n今回だけ特別に、ストーリー1でレナさんと「愛」を確かめ合えますよ。
50194|레나 씨는[00DEFF]{0}[-]사령관의 일을 굉장히 마음에 든 것 같군요.\n이번만 특별히 이야기 1에서 레나 씨와 '사랑'을 다짐합니다.|基本的な部隊運用については、以上となります。\nレナさんが首を長くしてお待ちのようですので、私はこれで失礼しますね。\nこれからの[00DEFF]{0}[-]司令官の活躍に期待しています。
50195|수고하셨습니다.기본적인 부대 운용에 대해서는 이상입니다.\n앞으로의[00DEFF]{0}[-]사령관의 활약을 기대하고 있습니다.|お疲れ様でした。基本的な部隊運用については、以上となります。\nこれからの[00DEFF]{0}[-]司令官の活躍に期待しています。
50196|부디 이 세계로 그리고[A200FF]여신[-]들 때문에[00DEFF]{0}[-]사령관 힘을 빌리세요!|どうかこの世界のため、そして[A200FF]女神[-]たちのために、[00DEFF]{0}[-]司令官の力をお貸しください！
60100|이제 막 부임했는데 전투라니… \n조금 당황스럽지만, 전투는 처음이실 테니 제가 도와드리죠.|赴任したばかりで出撃とはついていないですね。\n戸惑う気持ちもわかりますが、私がサポートするのでご安心ください。
60101|공격 우선 순위는 유닛의 기동력에 따라 결정되고 자동으로 공격합니다.\n위급할 때는 유닛 고유의 스킬을 사용할 수 있도록 잘 지휘 해주셔야 한다는 걸 잊지 마세요.|攻撃の優先順位はユニットの機動力によって決定され、自動で攻撃が行われます。\n緊急の時はパイロットの固有スキルを使うよう指示することも忘れてはいけませんよ。
60102|좋아, 오랜만에 한 번 해볼까? 공격!|よ～～し！　いっくよーー！！
60103|(… 전투는 처음이라더니 거짓말인 건가?)\n적 괴멸 확인했습니다. 이제 기지로 복귀하시죠.|（初めての戦闘にしては筋がいいわね……初陣というのは本当なのかしら？）\n敵の撃滅を確認。基地へ帰投しましょう。
60104|앗싸! 이겼다!|やったー！　勝った勝った！！
60105|그나저나 이야~ 새로온 [00DEFF]{0}[-]님이라고 하셨죠??\n우리 뭔가 궁합이 척척 맞는 것 같은데요?|素晴らしい指揮だったね！\nあたしたち、相性バッチリじゃない？\nねえ、これからダーリンって呼んでもいい？
60106|[0099FF]여신의 키스[-]!!\n아직도 살아 있었나?|[0099FF]Goddess Kiss[-]ですって！？　ふん、しぶとく生き残っていたとはね。
60107|아직도 살아 있다니?\n우린 죽은 적이 없다고!!!|失礼な子だね～～！　新しい司令官の下、[0099FF]Goddess Kiss[-]は生まれ変わったの。\nそう簡単にはやられないよ！
60108|흥, 오합지졸 주제에… \n너희를 죽이고 [EC0028]카인[-]님에게 사랑을 듬뿍 받아야겠다.|敗残兵ごときがいい気になっちゃって……。\n丁度いいわ。アンタ達の首をカイン様の手土産にしてあげる！
60109|뭐?\n가만보자 하니까 나이도 나보다 한 참 아랜 것 같은데 말야.\n지금 한 번 해보자는거야? 앙!|むー、あたしより年下っぽいのになんて生意気なの～～！！
60120|적 괴멸!\n상륙 완료했습니다.|敵部隊全滅！\n上陸完了しました。
60130|제국군의 요새는 있는데 도시에 시민들이 한 명도 없어요.\n어떻게 된 걸까요?|帝国軍の要塞は確認しましたが、街に市民が一人もいません。\nどういうことでしょう？
60131|음… 이미 [F8FF34]리버레이션 백신[-]을 맞아 오비디언스에 중독되지 않는 사람들은\n제국이 수용소로 끌고 가 강제노동을 시킨다고 들었어요.|そういえば……。[F8FF34]リベレーションワクチン[-]を接種して、\n[A200FF]オビディオンス[-]が効かなくなった人たちは\n連行して強制労働をさせているって聞いたわ。
60132|이 나쁜 놈들 당장에 그냥!|許せない！　早くみんなを助けないと！
60133|섣부른 행동 하지 말아요.\n제국군 요새가 마을 깊숙이 있기 때문에 이대로 들어가는 건 자살행위에요.|迂闊な行動はつつしんでください。\n帝国軍の要塞が街の奥にある以上、このまま突っ込むのは自殺行為です。
60134|[00DEFF]{0}[-]님 말대로 우선 적의 자원을 끊고 방법을 찾아보죠.|司令官の指示通り、まずは敵の補給線を絶つ方法を探してみましょう。
60140|역시 사람들은 이곳으로 끌려와 강제노동에 동원되고 있었군요.|やっぱり。市民はこちらに連れて来られて強制労働をさせられていたようですね。
